dt,product,industry,apps
6/17/21,A,Consulting,20
6/17/21,A,Janitorial Services,15
6/18/21,B,Financial Services,35
6/18/21,B,Retail,92
6/18/21,B,Beauty Industry,33
6/18/21,B,Construction,5
6/18/21,B,Transportation,117
6/18/21,B,Communication Services,378
6/18/21,B,Consulting,52
6/18/21,B,Janitorial Services,32
6/18/21,A,Financial Services,15
6/18/21,A,Retail,37
6/18/21,A,Beauty Industry,9
6/18/21,A,Agriculture,3
6/18/21,A,Transportation,48
6/18/21,A,Communication Services,112
6/18/21,A,Consulting,26
6/18/21,A,Janitorial Services,16
6/19/21,B,Financial Services,29
6/19/21,B,Retail,42
6/19/21,B,Beauty Industry,22
6/19/21,B,Agriculture,3
6/19/21,B,Transportation,43
6/19/21,B,Communication Services,129
6/19/21,B,Consulting,21
6/19/21,B,Janitorial Services,21
6/19/21,A,Financial Services,18
6/19/21,A,Retail,25
6/19/21,A,Beauty Industry,5
6/19/21,A,Construction,4
6/19/21,A,Transportation,42
6/19/21,A,Communication Services,71
6/19/21,A,Consulting,15
6/19/21,A,Janitorial Services,15
6/20/21,B,Financial Services,24
6/20/21,B,Retail,64
6/20/21,B,Beauty Industry,14
6/20/21,B,Construction,3
6/20/21,B,Transportation,40
6/20/21,B,Communication Services,112
6/20/21,B,Consulting,30
6/20/21,B,Janitorial Services,13
6/20/21,A,Financial Services,11
6/20/21,A,Retail,16
6/20/21,A,Beauty Industry,6
6/20/21,A,Construction,4
6/20/21,A,Transportation,29
6/20/21,A,Communication Services,85
6/20/21,A,Consulting,14
6/20/21,A,Janitorial Services,10
6/21/21,B,Financial Services,44
6/21/21,B,Retail,134
6/21/21,B,Beauty Industry,59
6/21/21,B,Construction,10
6/21/21,B,Agriculture,3
6/21/21,B,Transportation,132
6/21/21,B,Communication Services,434
6/21/21,B,Consulting,96
6/21/21,B,Janitorial Services,69
6/21/21,A,Financial Services,20
6/21/21,A,Retail,27
6/21/21,A,Beauty Industry,13
6/21/21,A,Construction,3
6/21/21,A,Agriculture,4
6/21/21,A,Transportation,54
6/21/21,A,Communication Services,119
6/21/21,A,Consulting,21
6/21/21,A,Janitorial Services,16
6/22/21,B,Financial Services,69
6/22/21,B,Retail,148
6/22/21,B,Beauty Industry,57
6/22/21,B,Construction,10
6/22/21,B,Agriculture,4
6/22/21,B,Transportation,146
6/22/21,B,Communication Services,478
6/22/21,B,Consulting,72
6/22/21,B,Janitorial Services,62
6/22/21,A,Financial Services,18
6/22/21,A,Retail,37
6/22/21,A,Beauty Industry,16
6/22/21,A,Construction,5
6/22/21,A,Agriculture,4
6/22/21,A,Transportation,59
6/22/21,A,Communication Services,137
6/22/21,A,Consulting,28
6/22/21,A,Janitorial Services,14
6/23/21,B,Financial Services,46
6/23/21,B,Retail,157
6/23/21,B,Beauty Industry,54
6/23/21,B,Construction,8
6/23/21,B,Agriculture,4
6/23/21,B,Transportation,170
6/23/21,B,Communication Services,442
6/23/21,B,Consulting,71
6/23/21,B,Janitorial Services,69
6/23/21,A,Financial Services,13
6/23/21,A,Retail,43
6/23/21,A,Beauty Industry,10
6/23/21,A,Construction,3
6/23/21,A,Transportation,63
6/23/21,A,Communication Services,125
6/23/21,A,Consulting,21
6/23/21,A,Janitorial Services,20
6/24/21,B,Financial Services,57
6/24/21,B,Retail,138
6/24/21,B,Beauty Industry,43
6/24/21,B,Construction,10
6/24/21,B,Transportation,123
6/24/21,B,Communication Services,416
6/24/21,B,Consulting,59
6/24/21,B,Janitorial Services,52
6/24/21,A,Financial Services,31
6/24/21,A,Retail,38
6/24/21,A,Beauty Industry,22
6/24/21,A,Construction,5
6/24/21,A,Agriculture,3
6/24/21,A,Transportation,50
6/24/21,A,Communication Services,140
6/24/21,A,Consulting,17
6/24/21,A,Janitorial Services,11
6/25/21,B,Financial Services,42
6/25/21,B,Retail,115
6/25/21,B,Beauty Industry,43
6/25/21,B,Construction,5
6/25/21,B,Agriculture,3
6/25/21,B,Transportation,124
6/25/21,B,Communication Services,395
6/25/21,B,Consulting,70
6/25/21,B,Janitorial Services,51
6/25/21,A,Financial Services,17
6/25/21,A,Retail,43
6/25/21,A,Beauty Industry,20
6/25/21,A,Construction,5
6/25/21,A,Agriculture,3
6/25/21,A,Transportation,65
6/25/21,A,Communication Services,128
6/25/21,A,Consulting,28
6/25/21,A,Janitorial Services,22
6/26/21,B,Financial Services,33
6/26/21,B,Retail,48
6/26/21,B,Beauty Industry,16
6/26/21,B,Construction,4
6/26/21,B,Agriculture,3
6/26/21,B,Transportation,63
6/26/21,B,Communication Services,163
6/26/21,B,Consulting,20
6/26/21,B,Janitorial Services,22
6/26/21,A,Financial Services,17
6/26/21,A,Retail,24
6/26/21,A,Beauty Industry,8
6/26/21,A,Construction,3
6/26/21,A,Agriculture,4
6/26/21,A,Transportation,47
6/26/21,A,Communication Services,66
6/26/21,A,Consulting,22
6/26/21,A,Janitorial Services,7
6/27/21,B,Financial Services,43
6/27/21,B,Retail,52
6/27/21,B,Beauty Industry,19
6/27/21,B,Construction,5
6/27/21,B,Transportation,55
6/27/21,B,Communication Services,151
6/27/21,B,Consulting,31
6/27/21,B,Janitorial Services,11
6/27/21,A,Financial Services,17
6/27/21,A,Retail,19
6/27/21,A,Beauty Industry,3
6/27/21,A,Construction,3
6/27/21,A,Transportation,33
6/27/21,A,Communication Services,54
6/27/21,A,Consulting,13
6/27/21,A,Janitorial Services,10
6/28/21,B,Financial Services,57
6/28/21,B,Retail,150
6/28/21,B,Beauty Industry,82
6/28/21,B,Construction,10
6/28/21,B,Agriculture,6
6/28/21,B,Transportation,156
6/28/21,B,Communication Services,517
6/28/21,B,Consulting,83
6/28/21,B,Janitorial Services,49
6/28/21,A,Financial Services,18
6/28/21,A,Retail,49
6/28/21,A,Beauty Industry,13
6/28/21,A,Construction,3
6/28/21,A,Transportation,58
6/28/21,A,Communication Services,118
6/28/21,A,Consulting,35
6/28/21,A,Janitorial Services,17
6/29/21,B,Financial Services,61
6/29/21,B,Retail,147
6/29/21,B,Beauty Industry,66
6/29/21,B,Construction,14
6/29/21,B,Agriculture,3
6/29/21,B,Transportation,165
6/29/21,B,Communication Services,535
6/29/21,B,Consulting,76
6/29/21,B,Janitorial Services,54
6/29/21,A,Financial Services,38
6/29/21,A,Retail,44
6/29/21,A,Beauty Industry,16
6/29/21,A,Construction,5
6/29/21,A,Agriculture,3
6/29/21,A,Transportation,75
6/29/21,A,Communication Services,145
6/29/21,A,Consulting,20
6/29/21,A,Janitorial Services,25
6/30/21,B,Financial Services,66
6/30/21,B,Retail,120
6/30/21,B,Beauty Industry,71
6/30/21,B,Construction,15
6/30/21,B,Agriculture,5
6/30/21,B,Transportation,135
6/30/21,B,Communication Services,512
6/30/21,B,Consulting,72
6/30/21,B,Janitorial Services,48
6/30/21,A,Financial Services,32
6/30/21,A,Retail,50
6/30/21,A,Beauty Industry,18
6/30/21,A,Construction,5
6/30/21,A,Agriculture,3
6/30/21,A,Transportation,63
6/30/21,A,Communication Services,158
6/30/21,A,Consulting,25
6/30/21,A,Janitorial Services,18
7/1/21,B,Financial Services,72
7/1/21,B,Retail,130
7/1/21,B,Beauty Industry,74
7/1/21,B,Construction,6
7/1/21,B,Transportation,160
7/1/21,B,Communication Services,513
7/1/21,B,Consulting,77
7/1/21,B,Janitorial Services,43
7/1/21,A,Financial Services,33
7/1/21,A,Retail,53
7/1/21,A,Beauty Industry,20
7/1/21,A,Construction,3
7/1/21,A,Agriculture,3
7/1/21,A,Transportation,66
7/1/21,A,Communication Services,202
7/1/21,A,Consulting,25
7/1/21,A,Janitorial Services,24
7/2/21,B,Financial Services,50
7/2/21,B,Retail,120
7/2/21,B,Beauty Industry,61
7/2/21,B,Construction,7
7/2/21,B,Transportation,119
7/2/21,B,Communication Services,434
7/2/21,B,Consulting,52
7/2/21,B,Janitorial Services,42
7/2/21,A,Financial Services,27
7/2/21,A,Retail,53
7/2/21,A,Beauty Industry,16
7/2/21,A,Construction,3
7/2/21,A,Agriculture,4
7/2/21,A,Transportation,64
7/2/21,A,Communication Services,129
7/2/21,A,Consulting,25
7/2/21,A,Janitorial Services,17
7/3/21,B,Financial Services,16
7/3/21,B,Retail,32
7/3/21,B,Beauty Industry,28
7/3/21,B,Construction,6
7/3/21,B,Transportation,43
7/3/21,B,Communication Services,121
7/3/21,B,Consulting,19
7/3/21,B,Janitorial Services,13
7/3/21,A,Financial Services,16
7/3/21,A,Retail,39
7/3/21,A,Beauty Industry,13
7/3/21,A,Construction,4
7/3/21,A,Transportation,31
7/3/21,A,Communication Services,62
7/3/21,A,Consulting,25
7/3/21,A,Janitorial Services,7
7/4/21,B,Financial Services,20
7/4/21,B,Retail,26
7/4/21,B,Beauty Industry,11
7/4/21,B,Agriculture,3
7/4/21,B,Transportation,35
7/4/21,B,Communication Services,81
7/4/21,B,Consulting,19
7/4/21,B,Janitorial Services,11
7/4/21,A,Financial Services,13
7/4/21,A,Retail,21
7/4/21,A,Beauty Industry,9
7/4/21,A,Transportation,21
7/4/21,A,Communication Services,64
7/4/21,A,Consulting,10
7/4/21,A,Janitorial Services,6
7/5/21,B,Financial Services,35
7/5/21,B,Retail,63
7/5/21,B,Beauty Industry,30
7/5/21,B,Construction,7
7/5/21,B,Agriculture,4
7/5/21,B,Transportation,94
7/5/21,B,Communication Services,248
7/5/21,B,Consulting,21
7/5/21,B,Janitorial Services,24
7/5/21,A,Financial Services,18
7/5/21,A,Retail,39
7/5/21,A,Beauty Industry,7
7/5/21,A,Construction,5
7/5/21,A,Agriculture,3
7/5/21,A,Transportation,75
7/5/21,A,Communication Services,96
7/5/21,A,Consulting,20
7/5/21,A,Janitorial Services,10
7/6/21,B,Financial Services,73
7/6/21,B,Retail,132
7/6/21,B,Beauty Industry,63
7/6/21,B,Construction,13
7/6/21,B,Agriculture,5
7/6/21,B,Transportation,163
7/6/21,B,Communication Services,478
7/6/21,B,Consulting,70
7/6/21,B,Janitorial Services,51
7/6/21,A,Financial Services,22
7/6/21,A,Retail,31
7/6/21,A,Beauty Industry,21
7/6/21,A,Construction,4
7/6/21,A,Transportation,65
7/6/21,A,Communication Services,124
7/6/21,A,Consulting,35
7/6/21,A,Janitorial Services,15
7/7/21,B,Financial Services,70
7/7/21,B,Retail,123
7/7/21,B,Beauty Industry,51
7/7/21,B,Construction,9
7/7/21,B,Agriculture,7
7/7/21,B,Transportation,153
7/7/21,B,Communication Services,447
7/7/21,B,Consulting,73
7/7/21,B,Janitorial Services,57
7/7/21,A,Financial Services,22
7/7/21,A,Retail,60
7/7/21,A,Beauty Industry,18
7/7/21,A,Construction,3
7/7/21,A,Agriculture,3
7/7/21,A,Transportation,71
7/7/21,A,Communication Services,132
7/7/21,A,Consulting,18
7/7/21,A,Janitorial Services,21
7/8/21,B,Financial Services,61
7/8/21,B,Retail,143
7/8/21,B,Beauty Industry,64
7/8/21,B,Construction,7
7/8/21,B,Agriculture,3
7/8/21,B,Transportation,143
7/8/21,B,Communication Services,459
7/8/21,B,Consulting,48
7/8/21,B,Janitorial Services,47
7/8/21,A,Financial Services,36
7/8/21,A,Retail,38
7/8/21,A,Beauty Industry,19
7/8/21,A,Construction,5
7/8/21,A,Transportation,62
7/8/21,A,Communication Services,137
7/8/21,A,Consulting,30
7/8/21,A,Janitorial Services,14
7/9/21,B,Financial Services,49
7/9/21,B,Retail,103
7/9/21,B,Beauty Industry,41
7/9/21,B,Construction,4
7/9/21,B,Transportation,119
7/9/21,B,Communication Services,381
7/9/21,B,Consulting,54
7/9/21,B,Janitorial Services,39
7/9/21,A,Financial Services,22
7/9/21,A,Retail,33
7/9/21,A,Beauty Industry,14
7/9/21,A,Construction,3
7/9/21,A,Agriculture,8
7/9/21,A,Transportation,60
7/9/21,A,Communication Services,117
7/9/21,A,Consulting,36
7/9/21,A,Janitorial Services,21
7/10/21,B,Financial Services,18
7/10/21,B,Retail,39
7/10/21,B,Beauty Industry,26
7/10/21,B,Construction,3
7/10/21,B,Transportation,48
7/10/21,B,Communication Services,126
7/10/21,B,Consulting,25
7/10/21,B,Janitorial Services,14
7/10/21,A,Financial Services,18
7/10/21,A,Retail,17
7/10/21,A,Beauty Industry,14
7/10/21,A,Construction,4
7/10/21,A,Agriculture,4
7/10/21,A,Transportation,62
7/10/21,A,Communication Services,88
7/10/21,A,Consulting,20
7/10/21,A,Janitorial Services,8
7/11/21,B,Financial Services,24
7/11/21,B,Retail,61
7/11/21,B,Beauty Industry,14
7/11/21,B,Construction,3
7/11/21,B,Agriculture,6
7/11/21,B,Transportation,59
7/11/21,B,Communication Services,132
7/11/21,B,Consulting,25
7/11/21,B,Janitorial Services,13
7/11/21,A,Financial Services,20
7/11/21,A,Retail,25
7/11/21,A,Beauty Industry,11
7/11/21,A,Construction,3
7/11/21,A,Agriculture,7
7/11/21,A,Transportation,62
7/11/21,A,Communication Services,70
7/11/21,A,Consulting,16
7/11/21,A,Janitorial Services,13
7/12/21,B,Financial Services,63
7/12/21,B,Retail,128
7/12/21,B,Beauty Industry,69
7/12/21,B,Construction,9
7/12/21,B,Agriculture,4
7/12/21,B,Transportation,168
7/12/21,B,Communication Services,460
7/12/21,B,Consulting,71
7/12/21,B,Janitorial Services,59
7/12/21,A,Financial Services,40
7/12/21,A,Retail,52
7/12/21,A,Beauty Industry,13
7/12/21,A,Construction,4
7/12/21,A,Agriculture,3
7/12/21,A,Transportation,95
7/12/21,A,Communication Services,157
7/12/21,A,Consulting,30
7/12/21,A,Janitorial Services,25
7/13/21,B,Financial Services,65
7/13/21,B,Retail,127
7/13/21,B,Beauty Industry,58
7/13/21,B,Construction,7
7/13/21,B,Agriculture,5
7/13/21,B,Transportation,161
7/13/21,B,Communication Services,493
7/13/21,B,Consulting,60
7/13/21,B,Janitorial Services,42
7/13/21,A,Financial Services,26
7/13/21,A,Retail,53
7/13/21,A,Beauty Industry,11
7/13/21,A,Construction,5
7/13/21,A,Transportation,76
7/13/21,A,Communication Services,110
7/13/21,A,Consulting,25
7/13/21,A,Janitorial Services,20
7/14/21,B,Financial Services,47
7/14/21,B,Retail,112
7/14/21,B,Beauty Industry,53
7/14/21,B,Construction,7
7/14/21,B,Agriculture,4
7/14/21,B,Transportation,150
7/14/21,B,Communication Services,519
7/14/21,B,Consulting,54
7/14/21,B,Janitorial Services,50
7/14/21,A,Financial Services,18
7/14/21,A,Retail,57
7/14/21,A,Beauty Industry,18
7/14/21,A,Construction,6
7/14/21,A,Agriculture,4
7/14/21,A,Transportation,90
7/14/21,A,Communication Services,151
7/14/21,A,Consulting,29
7/14/21,A,Janitorial Services,18
7/15/21,B,Financial Services,53
7/15/21,B,Retail,128
7/15/21,B,Beauty Industry,73
7/15/21,B,Construction,17
7/15/21,B,Agriculture,4
7/15/21,B,Transportation,129
7/15/21,B,Communication Services,402
7/15/21,B,Consulting,79
7/15/21,B,Janitorial Services,52
7/15/21,A,Financial Services,18
7/15/21,A,Retail,46
7/15/21,A,Beauty Industry,24
7/15/21,A,Construction,7
7/15/21,A,Transportation,76
7/15/21,A,Communication Services,134
7/15/21,A,Consulting,28
7/15/21,A,Janitorial Services,11
7/16/21,B,Financial Services,48
7/16/21,B,Retail,103
7/16/21,B,Beauty Industry,43
7/16/21,B,Construction,6
7/16/21,B,Agriculture,5
7/16/21,B,Transportation,114
7/16/21,B,Communication Services,371
7/16/21,B,Consulting,49
7/16/21,B,Janitorial Services,44
7/16/21,A,Financial Services,21
7/16/21,A,Retail,55
7/16/21,A,Beauty Industry,11
7/16/21,A,Construction,3
7/16/21,A,Transportation,51
7/16/21,A,Communication Services,123
7/16/21,A,Consulting,29
7/16/21,A,Janitorial Services,16
7/17/21,B,Financial Services,26
7/17/21,B,Retail,37
7/17/21,B,Beauty Industry,11
7/17/21,B,Construction,4
7/17/21,B,Transportation,52
7/17/21,B,Communication Services,161
7/17/21,B,Consulting,39
7/17/21,B,Janitorial Services,14
7/17/21,A,Financial Services,15
7/17/21,A,Retail,17
7/17/21,A,Beauty Industry,8
7/17/21,A,Construction,4
7/17/21,A,Transportation,68
7/17/21,A,Communication Services,82
7/17/21,A,Consulting,14
7/17/21,A,Janitorial Services,13
7/18/21,B,Financial Services,24
7/18/21,B,Retail,42
7/18/21,B,Beauty Industry,13
7/18/21,B,Construction,4
7/18/21,B,Agriculture,3
7/18/21,B,Transportation,57
7/18/21,B,Communication Services,117
7/18/21,B,Consulting,29
7/18/21,B,Janitorial Services,11
7/18/21,A,Financial Services,10
7/18/21,A,Retail,40
7/18/21,A,Beauty Industry,14
7/18/21,A,Agriculture,3
7/18/21,A,Transportation,48
7/18/21,A,Communication Services,98
7/18/21,A,Consulting,21
7/18/21,A,Janitorial Services,14
7/19/21,B,Financial Services,72
7/19/21,B,Retail,143
7/19/21,B,Beauty Industry,57
7/19/21,B,Construction,13
7/19/21,B,Agriculture,4
7/19/21,B,Transportation,126
7/19/21,B,Communication Services,457
7/19/21,B,Consulting,75
7/19/21,B,Janitorial Services,51
7/19/21,A,Financial Services,25
7/19/21,A,Retail,61
7/19/21,A,Beauty Industry,20
7/19/21,A,Construction,6
7/19/21,A,Agriculture,3
7/19/21,A,Transportation,71
7/19/21,A,Communication Services,169
7/19/21,A,Consulting,32
7/19/21,A,Janitorial Services,19
7/20/21,B,Financial Services,47
7/20/21,B,Retail,125
7/20/21,B,Beauty Industry,44
7/20/21,B,Construction,6
7/20/21,B,Agriculture,3
7/20/21,B,Transportation,137
7/20/21,B,Communication Services,449
7/20/21,B,Consulting,68
7/20/21,B,Janitorial Services,69
7/20/21,A,Financial Services,22
7/20/21,A,Retail,52
7/20/21,A,Beauty Industry,24
7/20/21,A,Construction,5
7/20/21,A,Agriculture,4
7/20/21,A,Transportation,70
7/20/21,A,Communication Services,174
7/20/21,A,Consulting,22
7/20/21,A,Janitorial Services,20
7/21/21,B,Financial Services,50
7/21/21,B,Retail,128
7/21/21,B,Beauty Industry,55
7/21/21,B,Construction,9
7/21/21,B,Transportation,158
7/21/21,B,Communication Services,424
7/21/21,B,Consulting,62
7/21/21,B,Janitorial Services,52
7/21/21,A,Financial Services,35
7/21/21,A,Retail,54
7/21/21,A,Beauty Industry,19
7/21/21,A,Construction,7
7/21/21,A,Agriculture,4
7/21/21,A,Transportation,83
7/21/21,A,Communication Services,168
7/21/21,A,Consulting,26
7/21/21,A,Janitorial Services,24
7/22/21,B,Financial Services,57
7/22/21,B,Retail,132
7/22/21,B,Beauty Industry,61
7/22/21,B,Construction,9
7/22/21,B,Transportation,131
7/22/21,B,Communication Services,356
7/22/21,B,Consulting,60
7/22/21,B,Janitorial Services,58
7/22/21,A,Financial Services,22
7/22/21,A,Retail,58
7/22/21,A,Beauty Industry,18
7/22/21,A,Construction,4
7/22/21,A,Transportation,66
7/22/21,A,Communication Services,153
7/22/21,A,Consulting,17
7/22/21,A,Janitorial Services,22
7/23/21,B,Financial Services,36
7/23/21,B,Retail,102
7/23/21,B,Beauty Industry,51
7/23/21,B,Construction,5
7/23/21,B,Agriculture,6
7/23/21,B,Transportation,123
7/23/21,B,Communication Services,336
7/23/21,B,Consulting,44
7/23/21,B,Janitorial Services,51
7/23/21,A,Financial Services,13
7/23/21,A,Retail,49
7/23/21,A,Beauty Industry,18
7/23/21,A,Construction,3
7/23/21,A,Agriculture,4
7/23/21,A,Transportation,59
7/23/21,A,Communication Services,120
7/23/21,A,Consulting,31
7/23/21,A,Janitorial Services,19
7/24/21,B,Financial Services,16
7/24/21,B,Retail,36
7/24/21,B,Beauty Industry,19
7/24/21,B,Construction,4
7/24/21,B,Transportation,60
7/24/21,B,Communication Services,121
7/24/21,B,Consulting,21
7/24/21,B,Janitorial Services,9
7/24/21,A,Financial Services,16
7/24/21,A,Retail,26
7/24/21,A,Beauty Industry,22
7/24/21,A,Construction,5
7/24/21,A,Transportation,47
7/24/21,A,Communication Services,88
7/24/21,A,Consulting,11
7/24/21,A,Janitorial Services,9
7/25/21,B,Financial Services,29
7/25/21,B,Retail,43
7/25/21,B,Beauty Industry,26
7/25/21,B,Construction,5
7/25/21,B,Transportation,49
7/25/21,B,Communication Services,156
7/25/21,B,Consulting,28
7/25/21,B,Janitorial Services,16
7/25/21,A,Financial Services,20
7/25/21,A,Retail,41
7/25/21,A,Beauty Industry,18
7/25/21,A,Construction,4
7/25/21,A,Transportation,68
7/25/21,A,Communication Services,98
7/25/21,A,Consulting,29
7/25/21,A,Janitorial Services,19
7/26/21,B,Financial Services,43
7/26/21,B,Retail,128
7/26/21,B,Beauty Industry,62
7/26/21,B,Construction,9
7/26/21,B,Transportation,146
7/26/21,B,Communication Services,425
7/26/21,B,Consulting,68
7/26/21,B,Janitorial Services,51
7/26/21,A,Financial Services,35
7/26/21,A,Retail,60
7/26/21,A,Beauty Industry,19
7/26/21,A,Construction,5
7/26/21,A,Agriculture,7
7/26/21,A,Transportation,134
7/26/21,A,Communication Services,196
7/26/21,A,Consulting,40
